"Season","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HC","AC","HF","AF"
"2024","04/04/2025","Genoa","Udinese",1,0,"H",13,5,7,2,1,2,16,14
"2024","05/04/2025","Monza","Como",1,3,"A",8,17,4,7,2,2,19,21
"2024","05/04/2025","Parma","Inter",2,2,"D",8,20,4,4,2,4,9,7
"2024","05/04/2025","Milan","Fiorentina",2,2,"D",19,15,6,8,7,4,12,12
"2024","06/04/2025","Lecce","Venezia",1,1,"D",23,13,4,3,8,3,10,14
"2024","06/04/2025","Empoli","Cagliari",0,0,"D",7,7,1,1,2,3,9,15
"2024","06/04/2025","Torino","Verona",1,1,"D",7,13,3,1,1,5,9,19
"2024","06/04/2025","Atalanta","Lazio",0,1,"A",10,8,2,3,11,4,6,6
"2024","06/04/2025","Roma","Juventus",1,1,"D",11,11,4,7,4,4,11,15
"2024","07/04/2025","Bologna","Napoli",1,1,"D",12,6,4,2,8,3,11,18
"2024","11/04/2025","Udinese","Milan",0,4,"A",14,14,5,7,5,7,10,9
"2024","12/04/2025","Venezia","Monza",1,0,"H",9,10,4,3,3,4,20,20
"2024","12/04/2025","Inter","Cagliari",3,1,"H",13,8,4,4,5,6,6,12
"2024","12/04/2025","Juventus","Lecce",2,1,"H",22,14,7,3,9,4,7,10
"2024","13/04/2025","Atalanta","Bologna",2,0,"H",4,12,2,5,4,5,17,12
"2024","13/04/2025","Fiorentina","Parma",0,0,"D",9,7,3,3,2,2,10,19
"2024","13/04/2025","Verona","Genoa",0,0,"D",14,4,2,1,6,2,19,11
"2024","13/04/2025","Como","Torino",1,0,"H",15,10,7,4,7,4,9,16
"2024","13/04/2025","Lazio","Roma",1,1,"D",12,9,7,4,10,5,12,12
"2024","14/04/2025","Napoli","Empoli",3,0,"H",17,12,6,1,5,5,8,15
"2024","19/04/2025","Lecce","Como",0,3,"A",14,11,7,6,9,4,18,14
"2024","19/04/2025","Monza","Napoli",0,1,"A",8,16,0,5,6,7,18,11
"2024","19/04/2025","Roma","Verona",1,0,"H",6,8,3,2,4,6,5,17
"2024","20/04/2025","Empoli","Venezia",2,2,"D",11,13,4,7,2,5,18,15
"2024","20/04/2025","Bologna","Inter",1,0,"H",12,8,3,1,5,6,12,21
"2024","20/04/2025","Milan","Atalanta",0,1,"A",12,11,1,2,7,5,8,7
"2024","23/04/2025","Cagliari","Fiorentina",1,2,"A",8,8,2,4,4,4,15,15
"2024","23/04/2025","Genoa","Lazio",0,2,"A",8,15,4,6,6,8,16,10
"2024","23/04/2025","Parma","Juventus",1,0,"H",6,16,3,2,4,9,9,10
"2024","23/04/2025","Torino","Udinese",2,0,"H",10,10,4,6,8,7,11,13
"2024","27/04/2025","Como","Genoa",1,0,"H",14,4,3,1,6,3,19,15
"2024","27/04/2025","Venezia","Milan",0,2,"A",15,12,2,2,7,2,14,13
"2024","27/04/2025","Fiorentina","Empoli",2,1,"H",6,8,3,5,1,6,16,18
"2024","27/04/2025","Inter","Roma",0,1,"A",17,19,2,7,4,3,11,9
"2024","27/04/2025","Juventus","Monza",2,0,"H",10,12,5,3,0,5,17,5
"2024","27/04/2025","Atalanta","Lecce",1,1,"D",21,10,6,3,12,3,10,8
"2024","27/04/2025","Napoli","Torino",2,0,"H",8,9,2,0,2,5,5,13
"2024","28/04/2025","Udinese","Bologna",0,0,"D",13,12,4,1,5,6,21,10
"2024","28/04/2025","Lazio","Parma",2,2,"D",14,7,7,5,5,1,12,11
"2024","28/04/2025","Verona","Cagliari",0,2,"A",6,6,2,4,2,3,14,9
"2024","02/05/2025","Torino","Venezia",1,1,"D",19,7,4,3,5,1,7,18
"2024","03/05/2025","Cagliari","Udinese",1,2,"A",8,11,2,3,5,4,5,15
"2024","03/05/2025","Parma","Como",0,1,"A",13,13,3,4,5,5,16,14
"2024","03/05/2025","Lecce","Napoli",0,1,"A",9,8,1,2,5,2,11,4
"2024","03/05/2025","Inter","Verona",1,0,"H",9,6,2,1,4,3,6,11
"2024","04/05/2025","Empoli","Lazio",0,1,"A",7,9,2,3,2,7,16,8
"2024","04/05/2025","Monza","Atalanta",0,4,"A",13,15,7,5,3,7,9,10
"2024","04/05/2025","Roma","Fiorentina",1,0,"H",12,13,4,5,7,4,9,8
"2024","04/05/2025","Bologna","Juventus",1,1,"D",9,6,2,3,10,3,6,19
"2024","05/05/2025","Genoa","Milan",1,2,"A",11,10,4,5,8,7,14,12
"2024","09/05/2025","Milan","Bologna",3,1,"H",10,10,5,4,3,4,5,14
"2024","10/05/2025","Como","Cagliari",3,1,"H",19,9,5,3,5,1,9,15
"2024","10/05/2025","Lazio","Juventus",1,1,"D",19,8,6,3,3,3,14,10
"2024","10/05/2025","Empoli","Parma",2,1,"H",15,3,4,1,4,0,21,16
"2024","11/05/2025","Udinese","Monza",1,2,"A",21,5,5,2,7,0,21,8
"2024","11/05/2025","Verona","Lecce",1,1,"D",6,11,2,3,3,6,17,15
"2024","11/05/2025","Torino","Inter",0,2,"A",17,12,3,7,9,3,14,6
"2024","11/05/2025","Napoli","Genoa",2,2,"D",22,8,11,2,8,0,12,14
"2024","12/05/2025","Venezia","Fiorentina",2,1,"H",4,5,4,1,1,5,21,17
"2024","12/05/2025","Atalanta","Roma",2,1,"H",16,10,3,4,8,7,14,14
"2024","17/05/2025","Genoa","Atalanta",2,3,"A",12,13,5,6,7,0,10,14
"2024","18/05/2025","Cagliari","Venezia",3,0,"H",20,10,5,1,8,8,7,9
"2024","18/05/2025","Fiorentina","Bologna",3,2,"H",6,15,5,3,2,4,21,17
"2024","18/05/2025","Inter","Lazio",2,2,"D",10,12,3,4,5,1,14,10
"2024","18/05/2025","Juventus","Udinese",2,0,"H",24,7,7,2,12,3,9,13
"2024","18/05/2025","Lecce","Torino",1,0,"H",10,10,4,4,3,4,13,8
"2024","18/05/2025","Monza","Empoli",1,3,"A",12,9,4,4,2,6,8,16
"2024","18/05/2025","Parma","Napoli",0,0,"D",6,7,4,2,3,2,13,16
"2024","18/05/2025","Roma","Milan",3,1,"H",15,12,6,3,4,2,12,16
"2024","18/05/2025","Verona","Como",1,1,"D",16,12,3,5,5,5,13,10
"2024","23/05/2025","Como","Inter",0,2,"A",18,11,4,7,1,4,10,9
"2024","23/05/2025","Napoli","Cagliari",2,0,"H",18,4,6,1,8,3,14,14
"2024","24/05/2025","Bologna","Genoa",1,3,"A",16,5,5,3,13,1,13,23
"2024","24/05/2025","Milan","Monza",2,0,"H",21,6,6,2,4,6,8,9
"2024","25/05/2025","Atalanta","Parma",2,3,"A",11,18,5,10,5,6,7,7
"2024","25/05/2025","Empoli","Verona",1,2,"A",14,5,5,2,13,1,10,29
"2024","25/05/2025","Lazio","Lecce",0,1,"A",26,9,7,3,14,4,11,11
"2024","25/05/2025","Torino","Roma",0,2,"A",11,15,4,5,2,1,15,11
"2024","25/05/2025","Udinese","Fiorentina",2,3,"A",12,25,3,11,2,8,15,6
"2024","25/05/2025","Venezia","Juventus",2,3,"A",12,15,5,5,6,6,10,18
