"Season","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HC","AC","HF","AF"
"2023","24/09/2023","Empoli","Inter",0,1,"A",7,23,1,6,3,6,15,11
"2023","24/09/2023","Atalanta","Cagliari",2,0,"H",10,11,6,1,7,7,6,11
"2023","24/09/2023","Udinese","Fiorentina",0,2,"A",20,6,8,2,10,3,13,11
"2023","24/09/2023","Bologna","Napoli",0,0,"D",5,12,2,4,5,5,16,12
"2023","24/09/2023","Torino","Roma",1,1,"D",13,11,4,3,7,1,4,5
"2023","26/09/2023","Juventus","Lecce",1,0,"H",14,2,5,0,5,1,14,15
"2023","27/09/2023","Cagliari","Milan",1,3,"A",16,17,6,6,3,5,13,6
"2023","27/09/2023","Empoli","Salernitana",1,0,"H",13,14,6,2,10,2,18,13
"2023","27/09/2023","Verona","Atalanta",0,1,"A",11,8,2,2,4,1,10,25
"2023","27/09/2023","Inter","Sassuolo",1,2,"A",13,13,3,6,8,6,10,8
"2023","27/09/2023","Lazio","Torino",2,0,"H",6,7,3,2,4,2,12,13
"2023","27/09/2023","Napoli","Udinese",4,1,"H",23,13,10,3,8,4,11,10
"2023","28/09/2023","Frosinone","Fiorentina",1,1,"D",11,19,3,6,8,10,6,11
"2023","28/09/2023","Monza","Bologna",0,0,"D",12,7,3,5,7,5,9,13
"2023","28/09/2023","Genoa","Roma",4,1,"H",8,13,4,3,1,7,7,12
"2023","30/09/2023","Lecce","Napoli",0,4,"A",9,15,4,6,3,7,11,11
"2023","30/09/2023","Milan","Lazio",2,0,"H",14,13,7,4,7,1,15,5
"2023","30/09/2023","Salernitana","Inter",0,4,"A",12,16,3,6,3,3,12,10
"2023","01/10/2023","Bologna","Empoli",3,0,"H",21,12,9,4,2,6,11,16
"2023","01/10/2023","Udinese","Genoa",2,2,"D",11,8,2,4,5,0,12,12
"2023","01/10/2023","Atalanta","Juventus",0,0,"D",15,5,2,3,5,2,13,7
"2023","01/10/2023","Roma","Frosinone",2,0,"H",11,8,5,0,7,3,12,11
"2023","02/10/2023","Sassuolo","Monza",0,1,"A",19,13,7,4,7,4,8,10
"2023","02/10/2023","Torino","Verona",0,0,"D",8,5,2,2,10,1,6,11
"2023","02/10/2023","Fiorentina","Cagliari",3,0,"H",14,6,2,4,4,2,10,10
"2023","06/10/2023","Empoli","Udinese",0,0,"D",18,11,3,1,5,7,11,15
"2023","06/10/2023","Lecce","Sassuolo",1,1,"D",13,14,4,1,5,3,9,15
"2023","07/10/2023","Inter","Bologna",2,2,"D",14,8,5,3,7,7,11,9
"2023","07/10/2023","Juventus","Torino",2,0,"H",17,10,6,1,7,3,10,8
"2023","07/10/2023","Genoa","Milan",0,1,"A",7,12,1,3,3,2,10,13
"2023","08/10/2023","Monza","Salernitana",3,0,"H",16,8,7,5,7,7,8,16
"2023","08/10/2023","Frosinone","Verona",2,1,"H",11,16,2,4,2,4,9,12
"2023","08/10/2023","Lazio","Atalanta",3,2,"H",12,12,4,4,4,6,7,10
"2023","08/10/2023","Cagliari","Roma",1,4,"A",16,11,2,5,4,3,15,13
"2023","08/10/2023","Napoli","Fiorentina",1,3,"A",16,12,4,3,6,4,4,14
"2023","21/10/2023","Verona","Napoli",1,3,"A",15,22,9,10,5,8,12,9
"2023","21/10/2023","Torino","Inter",0,3,"A",7,14,3,4,2,4,13,8
"2023","21/10/2023","Sassuolo","Lazio",0,2,"A",9,18,2,6,5,7,6,10
"2023","22/10/2023","Roma","Monza",1,0,"H",21,11,4,4,8,5,11,11
"2023","22/10/2023","Bologna","Frosinone",2,1,"H",12,12,6,5,4,5,10,14
"2023","22/10/2023","Salernitana","Cagliari",2,2,"D",13,13,2,6,8,5,11,12
"2023","22/10/2023","Atalanta","Genoa",2,0,"H",13,15,8,4,8,4,17,9
"2023","22/10/2023","Milan","Juventus",0,1,"A",7,14,1,4,6,3,12,16
"2023","23/10/2023","Udinese","Lecce",1,1,"D",12,12,6,1,2,7,11,15
"2023","23/10/2023","Fiorentina","Empoli",0,2,"A",19,7,7,3,13,3,13,17
"2023","27/10/2023","Genoa","Salernitana",1,0,"H",8,7,4,2,7,0,11,19
"2023","28/10/2023","Sassuolo","Bologna",1,1,"D",17,9,6,5,6,2,11,10
"2023","28/10/2023","Lecce","Torino",0,1,"A",11,10,6,2,3,0,17,19
"2023","28/10/2023","Juventus","Verona",1,0,"H",30,7,6,1,5,1,13,8
"2023","29/10/2023","Cagliari","Frosinone",4,3,"H",24,10,6,6,5,7,8,7
"2023","29/10/2023","Monza","Udinese",1,1,"D",10,10,4,3,10,3,15,11
"2023","29/10/2023","Inter","Roma",1,0,"H",19,3,3,1,8,0,14,9
"2023","29/10/2023","Napoli","Milan",2,2,"D",17,20,4,6,6,4,14,10
"2023","30/10/2023","Empoli","Atalanta",0,3,"A",9,18,2,6,3,6,10,13
"2023","30/10/2023","Lazio","Fiorentina",1,0,"H",11,9,4,5,0,4,12,17
"2023","03/11/2023","Bologna","Lazio",1,0,"H",6,11,2,1,2,6,12,8
"2023","04/11/2023","Salernitana","Napoli",0,2,"A",10,21,3,8,8,9,15,10
"2023","04/11/2023","Atalanta","Inter",1,2,"A",14,10,4,4,6,1,13,9
"2023","04/11/2023","Milan","Udinese",0,1,"A",14,12,5,2,11,5,13,14
"2023","05/11/2023","Verona","Monza",1,3,"A",16,12,5,6,2,6,6,12
"2023","05/11/2023","Cagliari","Genoa",2,1,"H",12,8,4,2,1,1,14,11
"2023","05/11/2023","Roma","Lecce",2,1,"H",15,15,5,4,5,2,18,11
"2023","05/11/2023","Fiorentina","Juventus",0,1,"A",25,4,4,3,9,2,12,21
"2023","06/11/2023","Frosinone","Empoli",2,1,"H",17,10,5,2,9,2,7,9
"2023","06/11/2023","Torino","Sassuolo",2,1,"H",21,5,9,2,9,2,9,6
"2023","10/11/2023","Sassuolo","Salernitana",2,2,"D",29,9,9,2,11,0,12,14
"2023","10/11/2023","Genoa","Verona",1,0,"H",16,7,6,1,6,7,9,16
"2023","11/11/2023","Lecce","Milan",2,2,"D",14,10,5,6,3,1,12,16
"2023","11/11/2023","Juventus","Cagliari",2,1,"H",18,11,4,2,12,4,14,8
"2023","11/11/2023","Monza","Torino",1,1,"D",12,12,5,5,3,1,11,11
"2023","12/11/2023","Napoli","Empoli",0,1,"A",18,8,7,3,8,3,11,13
"2023","12/11/2023","Fiorentina","Bologna",2,1,"H",12,11,4,4,0,3,19,15
"2023","12/11/2023","Udinese","Atalanta",1,1,"D",13,8,4,2,7,7,13,13
"2023","12/11/2023","Lazio","Roma",0,0,"D",7,8,2,1,4,1,12,13
"2023","12/11/2023","Inter","Frosinone",2,0,"H",21,12,6,3,9,4,7,16
"2023","25/11/2023","Salernitana","Lazio",2,1,"H",13,13,6,2,4,9,11,12
"2023","25/11/2023","Atalanta","Napoli",1,2,"A",16,11,5,4,5,4,15,9
"2023","25/11/2023","Milan","Fiorentina",1,0,"H",9,20,6,4,3,11,9,10
"2023","26/11/2023","Cagliari","Monza",1,1,"D",17,12,6,4,10,11,10,15
"2023","26/11/2023","Empoli","Sassuolo",3,4,"A",11,17,9,9,6,5,20,15
"2023","26/11/2023","Frosinone","Genoa",2,1,"H",9,13,5,3,4,2,5,14
"2023","26/11/2023","Roma","Udinese",3,1,"H",12,6,5,2,7,1,8,15
"2023","26/11/2023","Juventus","Inter",1,1,"D",4,8,1,4,1,0,12,13
"2023","27/11/2023","Verona","Lecce",2,2,"D",19,14,11,5,4,2,15,17
"2023","27/11/2023","Bologna","Torino",2,0,"H",13,9,2,3,3,2,16,15
"2023","01/12/2023","Monza","Juventus",1,2,"A",16,18,1,7,7,3,12,8
"2023","02/12/2023","Genoa","Empoli",1,1,"D",21,9,1,1,5,3,15,19
"2023","02/12/2023","Lazio","Cagliari",1,0,"H",10,9,5,2,4,3,11,12
"2023","02/12/2023","Milan","Frosinone",3,1,"H",10,15,3,3,6,7,11,6
"2023","03/12/2023","Lecce","Bologna",1,1,"D",14,11,4,4,6,3,12,18
"2023","03/12/2023","Fiorentina","Salernitana",3,0,"H",22,11,9,1,3,2,13,12
"2023","03/12/2023","Udinese","Verona",3,3,"D",12,13,6,4,5,3,16,13
"2023","03/12/2023","Sassuolo","Roma",1,2,"A",8,15,2,7,1,11,10,11
"2023","03/12/2023","Napoli","Inter",0,3,"A",15,11,4,4,6,4,2,13
"2023","04/12/2023","Torino","Atalanta",3,0,"H",9,10,5,4,4,3,12,14
"2023","08/12/2023","Juventus","Napoli",1,0,"H",11,13,2,1,3,6,11,12
"2023","09/12/2023","Verona","Lazio",1,1,"D",5,14,1,5,1,7,16,11
"2023","09/12/2023","Atalanta","Milan",3,2,"H",19,14,7,4,6,4,11,11
"2023","09/12/2023","Inter","Udinese",4,0,"H",17,11,8,1,6,1,9,6
"2023","10/12/2023","Frosinone","Torino",0,0,"D",11,16,5,3,3,8,13,17
"2023","10/12/2023","Monza","Genoa",1,0,"H",6,16,3,1,2,3,11,13
"2023","10/12/2023","Salernitana","Bologna",1,2,"A",9,10,2,5,5,1,20,15
"2023","10/12/2023","Roma","Fiorentina",1,1,"D",4,14,1,8,1,6,14,14
"2023","11/12/2023","Empoli","Lecce",1,1,"D",18,14,6,5,8,3,14,18
"2023","11/12/2023","Cagliari","Sassuolo",2,1,"H",18,8,6,4,10,4,15,15
"2023","15/12/2023","Genoa","Juventus",1,1,"D",11,11,3,4,6,8,14,12
"2023","16/12/2023","Lecce","Frosinone",2,1,"H",18,11,6,5,5,4,8,14
"2023","16/12/2023","Napoli","Cagliari",2,1,"H",21,9,5,3,5,3,9,10
"2023","16/12/2023","Torino","Empoli",1,0,"H",10,7,3,2,6,4,15,10
"2023","17/12/2023","Milan","Monza",3,0,"H",17,21,9,4,4,5,8,8
"2023","17/12/2023","Fiorentina","Verona",1,0,"H",5,19,3,7,1,6,11,12
"2023","17/12/2023","Udinese","Sassuolo",2,2,"D",9,21,7,7,1,13,13,6
"2023","17/12/2023","Bologna","Roma",2,0,"H",8,8,2,3,0,4,16,16
"2023","17/12/2023","Lazio","Inter",0,2,"A",13,12,4,4,8,7,13,15
"2023","18/12/2023","Atalanta","Salernitana",4,1,"H",20,10,11,3,10,7,9,11
"2023","22/12/2023","Empoli","Lazio",0,2,"A",21,14,7,7,8,9,6,17
"2023","22/12/2023","Sassuolo","Genoa",1,2,"A",12,14,3,5,3,6,11,9
"2023","22/12/2023","Monza","Fiorentina",0,1,"A",7,14,2,5,1,4,12,16
"2023","22/12/2023","Salernitana","Milan",2,2,"D",19,21,7,9,6,6,16,11
"2023","23/12/2023","Frosinone","Juventus",1,2,"A",10,13,3,3,8,8,6,12
"2023","23/12/2023","Bologna","Atalanta",1,0,"H",9,12,1,2,2,3,10,14
"2023","23/12/2023","Torino","Udinese",1,1,"D",14,10,4,4,8,2,10,11
"2023","23/12/2023","Inter","Lecce",2,0,"H",20,11,8,5,16,2,8,14
"2023","23/12/2023","Verona","Cagliari",2,0,"H",13,12,5,3,11,7,8,19
"2023","23/12/2023","Roma","Napoli",2,0,"H",17,7,4,2,4,0,19,12
"2023","29/12/2023","Fiorentina","Torino",1,0,"H",12,6,3,3,4,2,11,15
"2023","29/12/2023","Napoli","Monza",0,0,"D",25,8,9,3,10,1,10,21
"2023","29/12/2023","Genoa","Inter",1,1,"D",13,16,4,6,8,2,13,15
"2023","29/12/2023","Lazio","Frosinone",3,1,"H",13,11,5,2,6,2,18,15
"2023","30/12/2023","Atalanta","Lecce",1,0,"H",17,15,4,2,5,6,10,16
"2023","30/12/2023","Cagliari","Empoli",0,0,"D",15,5,3,1,8,6,18,18
"2023","30/12/2023","Udinese","Bologna",3,0,"H",15,14,7,5,7,7,15,14
"2023","30/12/2023","Milan","Sassuolo",1,0,"H",20,12,2,6,6,5,8,7
"2023","30/12/2023","Verona","Salernitana",0,1,"A",11,9,0,3,7,6,14,13
"2023","30/12/2023","Juventus","Roma",1,0,"H",13,11,4,2,2,2,15,14
"2023","05/01/2024","Bologna","Genoa",1,1,"D",21,3,8,1,11,2,8,10
"2023","06/01/2024","Inter","Verona",2,1,"H",15,8,6,3,7,0,16,15
"2023","06/01/2024","Frosinone","Monza",2,3,"A",10,7,5,2,5,1,11,16
"2023","06/01/2024","Lecce","Cagliari",1,1,"D",15,14,2,2,7,6,20,14
"2023","06/01/2024","Sassuolo","Fiorentina",1,0,"H",7,9,1,3,1,8,10,14
"2023","07/01/2024","Empoli","Milan",0,3,"A",17,13,2,6,6,6,9,13
"2023","07/01/2024","Torino","Napoli",3,0,"H",10,10,6,3,2,5,7,10
"2023","07/01/2024","Udinese","Lazio",1,2,"A",13,7,2,2,4,4,16,22
"2023","07/01/2024","Salernitana","Juventus",1,2,"A",8,18,3,3,2,8,9,15
"2023","07/01/2024","Roma","Atalanta",1,1,"D",16,8,6,2,6,5,14,14
"2023","13/01/2024","Genoa","Torino",0,0,"D",11,6,6,0,8,4,11,11
"2023","13/01/2024","Napoli","Salernitana",2,1,"H",20,6,7,2,8,3,15,10
"2023","13/01/2024","Verona","Empoli",2,1,"H",12,14,7,1,5,9,20,17
"2023","13/01/2024","Monza","Inter",1,5,"A",9,20,2,7,4,5,6,12
"2023","14/01/2024","Lazio","Lecce",1,0,"H",8,11,2,3,2,5,14,12
"2023","14/01/2024","Cagliari","Bologna",2,1,"H",4,11,2,4,2,5,12,8
"2023","14/01/2024","Fiorentina","Udinese",2,2,"D",10,12,3,6,4,4,14,13
"2023","14/01/2024","Milan","Roma",3,1,"H",17,12,5,5,2,5,12,9
"2023","15/01/2024","Atalanta","Frosinone",5,0,"H",21,8,9,5,8,2,11,8
"2023","16/01/2024","Juventus","Sassuolo",3,0,"H",12,8,5,4,5,2,9,9
"2023","20/01/2024","Roma","Verona",2,1,"H",9,12,2,3,1,2,14,12
"2023","20/01/2024","Udinese","Milan",2,3,"A",11,15,6,7,5,7,12,9
"2023","21/01/2024","Frosinone","Cagliari",3,1,"H",17,9,7,4,8,4,11,18
"2023","21/01/2024","Empoli","Monza",3,0,"H",9,15,5,5,1,7,15,10
"2023","21/01/2024","Salernitana","Genoa",1,2,"A",11,5,2,5,5,5,7,15
"2023","21/01/2024","Lecce","Juventus",0,3,"A",12,15,3,8,5,5,8,12
"2023","26/01/2024","Cagliari","Torino",1,2,"A",25,16,10,6,8,2,12,12
"2023","27/01/2024","Atalanta","Udinese",2,0,"H",14,13,11,5,4,4,8,11
"2023","27/01/2024","Juventus","Empoli",1,1,"D",9,16,3,5,6,7,11,6
"2023","27/01/2024","Milan","Bologna",2,2,"D",14,15,4,4,4,1,16,12
"2023","28/01/2024","Genoa","Lecce",2,1,"H",19,19,7,5,3,8,12,17
"2023","28/01/2024","Monza","Sassuolo",1,0,"H",12,14,1,3,4,5,8,13
"2023","28/01/2024","Verona","Frosinone",1,1,"D",15,11,5,6,1,9,17,12
"2023","28/01/2024","Lazio","Napoli",0,0,"D",10,5,1,0,4,3,11,11
"2023","28/01/2024","Fiorentina","Inter",0,1,"A",14,8,4,4,7,6,6,12
"2023","29/01/2024","Salernitana","Roma",1,2,"A",15,5,7,2,5,1,12,12
"2023","02/02/2024","Lecce","Fiorentina",3,2,"H",16,10,8,3,1,3,13,14
"2023","03/02/2024","Empoli","Genoa",0,0,"D",15,10,4,2,6,6,11,12
"2023","03/02/2024","Udinese","Monza",0,0,"D",21,3,6,2,7,4,12,13
"2023","03/02/2024","Frosinone","Milan",2,3,"A",7,13,4,5,2,4,10,13
"2023","03/02/2024","Bologna","Sassuolo",4,2,"H",19,12,4,4,7,4,12,10
"2023","04/02/2024","Torino","Salernitana",0,0,"D",13,3,1,1,10,1,11,8
"2023","04/02/2024","Napoli","Verona",2,1,"H",19,12,8,2,9,2,11,14
"2023","04/02/2024","Atalanta","Lazio",3,1,"H",19,7,5,1,6,1,13,14
"2023","04/02/2024","Inter","Juventus",1,0,"H",15,12,3,1,6,4,8,8
"2023","05/02/2024","Roma","Cagliari",4,0,"H",20,12,6,3,7,5,8,12
"2023","09/02/2024","Salernitana","Empoli",1,3,"A",13,17,4,3,4,8,10,17
"2023","10/02/2024","Cagliari","Lazio",1,3,"A",13,12,6,5,7,8,6,9
"2023","10/02/2024","Roma","Inter",2,4,"A",8,10,3,6,3,8,9,14
"2023","10/02/2024","Sassuolo","Torino",1,1,"D",11,13,4,2,5,4,12,11
"2023","11/02/2024","Fiorentina","Frosinone",5,1,"H",18,11,7,3,2,5,16,8
"2023","11/02/2024","Bologna","Lecce",4,0,"H",16,14,6,3,4,3,10,13
"2023","11/02/2024","Monza","Verona",0,0,"D",11,10,1,1,5,2,19,15
"2023","11/02/2024","Genoa","Atalanta",1,4,"A",15,14,6,9,7,4,8,13
"2023","11/02/2024","Milan","Napoli",1,0,"H",10,12,6,2,1,2,9,12
"2023","12/02/2024","Juventus","Udinese",0,1,"A",14,8,6,1,8,4,15,10
"2023","14/02/2024","Bologna","Fiorentina",2,0,"H",18,12,7,3,2,3,11,8
"2023","16/02/2024","Torino","Lecce",2,0,"H",12,8,4,4,5,5,16,11
"2023","16/02/2024","Inter","Salernitana",4,0,"H",26,1,10,0,18,0,9,9
"2023","17/02/2024","Napoli","Genoa",1,1,"D",25,6,7,4,7,2,9,13
"2023","17/02/2024","Verona","Juventus",2,2,"D",14,18,9,4,5,4,8,10
"2023","17/02/2024","Atalanta","Sassuolo",3,0,"H",28,12,13,4,11,5,10,9
"2023","18/02/2024","Lazio","Bologna",1,2,"A",12,11,7,3,8,3,5,11
"2023","18/02/2024","Empoli","Fiorentina",1,1,"D",5,9,4,4,0,3,15,14
"2023","18/02/2024","Udinese","Cagliari",1,1,"D",17,5,3,2,3,4,14,10
"2023","18/02/2024","Frosinone","Roma",0,3,"A",25,13,7,5,10,2,10,16
"2023","18/02/2024","Monza","Milan",4,2,"H",12,16,6,6,7,3,11,10
"2023","22/02/2024","Torino","Lazio",0,2,"A",24,7,4,4,7,4,11,7
"2023","23/02/2024","Bologna","Verona",2,0,"H",12,7,3,3,11,1,12,15
"2023","24/02/2024","Sassuolo","Empoli",2,3,"A",19,14,5,6,4,1,12,14
"2023","24/02/2024","Salernitana","Monza",0,2,"A",11,17,3,7,7,11,6,13
"2023","24/02/2024","Genoa","Udinese",2,0,"H",19,5,4,1,8,3,9,17
"2023","25/02/2024","Juventus","Frosinone",3,2,"H",22,7,5,3,8,3,12,6
"2023","25/02/2024","Cagliari","Napoli",1,1,"D",8,9,3,4,4,3,12,12
"2023","25/02/2024","Lecce","Inter",0,4,"A",14,11,2,7,7,10,13,6
"2023","25/02/2024","Milan","Atalanta",1,1,"D",20,8,7,3,5,3,12,16
"2023","26/02/2024","Roma","Torino",3,2,"H",6,14,3,6,0,4,12,16
"2023","26/02/2024","Fiorentina","Lazio",2,1,"H",22,5,7,1,13,2,15,12
"2023","28/02/2024","Sassuolo","Napoli",1,6,"A",5,27,2,9,5,10,3,5
"2023","28/02/2024","Inter","Atalanta",4,0,"H",15,6,7,1,4,1,10,15
"2023","01/03/2024","Lazio","Milan",0,1,"A",11,14,3,5,2,5,17,19
"2023","02/03/2024","Udinese","Salernitana",1,1,"D",18,17,5,1,5,6,13,13
"2023","02/03/2024","Monza","Roma",1,4,"A",16,12,5,6,6,3,11,18
"2023","02/03/2024","Torino","Fiorentina",0,0,"D",8,14,2,3,4,5,13,13
"2023","03/03/2024","Verona","Sassuolo",1,0,"H",10,13,5,2,2,10,23,10
"2023","03/03/2024","Empoli","Cagliari",0,1,"A",16,8,3,4,9,2,11,15
"2023","03/03/2024","Frosinone","Lecce",1,1,"D",15,11,7,4,12,8,11,10
"2023","03/03/2024","Atalanta","Bologna",1,2,"A",11,11,2,6,6,2,11,12
"2023","03/03/2024","Napoli","Juventus",2,1,"H",14,18,7,4,2,1,6,16
"2023","04/03/2024","Inter","Genoa",2,1,"H",16,10,5,2,4,5,5,17
"2023","08/03/2024","Napoli","Torino",1,1,"D",22,11,8,2,13,7,9,13
"2023","09/03/2024","Cagliari","Salernitana",4,2,"H",12,12,7,5,5,4,16,11
"2023","09/03/2024","Sassuolo","Frosinone",1,0,"H",10,11,4,1,1,2,14,9
"2023","09/03/2024","Bologna","Inter",0,1,"A",19,5,3,4,7,2,17,12
"2023","09/03/2024","Genoa","Monza",2,3,"A",22,9,6,5,10,1,11,10
"2023","10/03/2024","Lecce","Verona",0,1,"A",15,13,3,4,11,6,15,19
"2023","10/03/2024","Milan","Empoli",1,0,"H",15,5,5,2,11,4,18,13
"2023","10/03/2024","Juventus","Atalanta",2,2,"D",18,7,5,3,4,3,12,10
"2023","10/03/2024","Fiorentina","Roma",2,2,"D",15,10,5,5,8,2,10,15
"2023","11/03/2024","Lazio","Udinese",1,2,"A",18,14,6,5,9,5,9,15
"2023","15/03/2024","Empoli","Bologna",0,1,"A",10,20,1,9,7,6,19,12
"2023","16/03/2024","Monza","Cagliari",1,0,"H",15,10,3,0,3,7,11,9
"2023","16/03/2024","Udinese","Torino",0,2,"A",12,12,1,5,3,4,11,17
"2023","16/03/2024","Salernitana","Lecce",0,1,"A",15,17,6,4,7,1,9,18
"2023","16/03/2024","Frosinone","Lazio",2,3,"A",14,22,5,7,9,4,10,15
"2023","17/03/2024","Juventus","Genoa",0,0,"D",17,5,2,2,12,2,11,11
"2023","17/03/2024","Verona","Milan",1,3,"A",15,18,4,6,3,5,9,8
"2023","17/03/2024","Roma","Sassuolo",1,0,"H",10,8,4,2,4,7,11,10
"2023","17/03/2024","Inter","Napoli",1,1,"D",19,11,6,3,5,7,19,6
"2023","30/03/2024","Napoli","Atalanta",0,3,"A",20,12,6,6,7,5,6,13
"2023","30/03/2024","Genoa","Frosinone",1,1,"D",9,15,3,3,3,8,16,11
"2023","30/03/2024","Torino","Monza",1,0,"H",15,9,6,2,7,2,9,11
"2023","30/03/2024","Lazio","Juventus",1,0,"H",16,9,4,3,7,2,12,10
"2023","30/03/2024","Fiorentina","Milan",1,2,"A",17,14,7,10,7,5,8,12
"2023","01/04/2024","Bologna","Salernitana",3,0,"H",14,8,3,2,5,3,11,12
"2023","01/04/2024","Cagliari","Verona",1,1,"D",11,8,2,5,7,2,11,16
"2023","01/04/2024","Sassuolo","Udinese",1,1,"D",14,12,5,3,10,1,7,10
"2023","01/04/2024","Lecce","Roma",0,0,"D",27,10,6,3,8,4,9,12
"2023","01/04/2024","Inter","Empoli",2,0,"H",19,14,7,3,8,6,14,16
"2023","05/04/2024","Salernitana","Sassuolo",2,2,"D",5,16,2,5,4,9,10,13
"2023","06/04/2024","Milan","Lecce",3,0,"H",16,12,8,7,5,1,8,8
"2023","06/04/2024","Roma","Lazio",1,0,"H",15,11,3,1,3,6,14,15
"2023","06/04/2024","Empoli","Torino",3,2,"H",4,19,3,5,1,7,13,13
"2023","07/04/2024","Frosinone","Bologna",0,0,"D",12,13,5,5,5,2,10,14
"2023","07/04/2024","Monza","Napoli",2,4,"A",7,19,2,8,1,6,10,8
"2023","07/04/2024","Cagliari","Atalanta",2,1,"H",11,7,3,2,4,4,16,19
"2023","07/04/2024","Verona","Genoa",1,2,"A",12,11,3,5,5,3,14,15
"2023","07/04/2024","Juventus","Fiorentina",1,0,"H",7,13,2,2,5,6,16,8
"2023","08/04/2024","Udinese","Inter",1,2,"A",3,23,1,6,0,8,11,11
"2023","12/04/2024","Lazio","Salernitana",4,1,"H",17,8,6,5,9,0,15,10
"2023","13/04/2024","Lecce","Empoli",1,0,"H",14,3,7,0,10,3,18,15
"2023","13/04/2024","Torino","Juventus",0,0,"D",13,8,2,3,6,2,18,11
"2023","13/04/2024","Bologna","Monza",0,0,"D",17,4,7,0,10,0,13,19
"2023","14/04/2024","Napoli","Frosinone",2,2,"D",20,13,9,6,6,2,11,14
"2023","14/04/2024","Sassuolo","Milan",3,3,"D",10,23,5,7,2,6,12,9
"2023","14/04/2024","Inter","Cagliari",2,2,"D",12,11,7,6,7,0,5,10
"2023","15/04/2024","Fiorentina","Genoa",1,1,"D",20,7,3,3,6,2,8,19
"2023","15/04/2024","Atalanta","Verona",2,2,"D",16,13,9,5,5,4,6,10
"2023","19/04/2024","Genoa","Lazio",0,1,"A",8,13,2,1,2,9,7,13
"2023","19/04/2024","Cagliari","Juventus",2,2,"D",9,11,4,3,4,3,16,15
"2023","20/04/2024","Empoli","Napoli",1,0,"H",7,9,1,1,2,8,14,12
"2023","20/04/2024","Verona","Udinese",1,0,"H",16,18,4,1,10,6,18,12
"2023","21/04/2024","Sassuolo","Lecce",0,3,"A",10,14,3,8,9,4,10,13
"2023","21/04/2024","Torino","Frosinone",0,0,"D",13,12,2,3,6,4,10,17
"2023","21/04/2024","Salernitana","Fiorentina",0,2,"A",5,12,1,7,2,5,13,11
"2023","21/04/2024","Monza","Atalanta",1,2,"A",17,12,2,6,2,8,8,13
"2023","22/04/2024","Roma","Bologna",1,3,"A",14,11,5,3,8,2,8,12
"2023","22/04/2024","Milan","Inter",1,2,"A",15,11,6,3,5,3,19,10
"2023","25/04/2024","Udinese","Roma",1,2,"A",9,19,3,5,5,8,15,10
"2023","26/04/2024","Frosinone","Salernitana",3,0,"H",11,17,4,2,7,3,13,10
"2023","27/04/2024","Lecce","Monza",1,1,"D",12,9,4,1,0,5,13,18
"2023","27/04/2024","Juventus","Milan",0,0,"D",18,9,7,0,9,4,10,4
"2023","27/04/2024","Lazio","Verona",1,0,"H",17,7,5,1,4,2,13,18
"2023","28/04/2024","Inter","Torino",2,0,"H",17,11,5,3,5,4,6,8
"2023","28/04/2024","Bologna","Udinese",1,1,"D",15,11,4,4,10,3,11,21
"2023","28/04/2024","Atalanta","Empoli",2,0,"H",17,11,5,2,8,1,19,14
"2023","28/04/2024","Napoli","Roma",2,2,"D",27,10,9,4,9,2,11,5
"2023","28/04/2024","Fiorentina","Sassuolo",5,1,"H",22,7,10,2,10,2,9,9
"2023","29/04/2024","Genoa","Cagliari",3,0,"H",12,12,5,1,2,4,12,14
"2023","03/05/2024","Torino","Bologna",0,0,"D",8,5,1,1,2,4,14,11
"2023","04/05/2024","Monza","Lazio",2,2,"D",17,9,7,5,5,4,8,13
"2023","04/05/2024","Sassuolo","Inter",1,0,"H",6,14,2,1,2,5,10,10
"2023","05/05/2024","Cagliari","Lecce",1,1,"D",9,16,3,3,3,10,9,15
"2023","05/05/2024","Empoli","Frosinone",0,0,"D",7,17,1,5,3,8,15,11
"2023","05/05/2024","Verona","Fiorentina",2,1,"H",9,13,4,4,1,2,12,11
"2023","05/05/2024","Milan","Genoa",3,3,"D",26,6,7,2,7,1,8,10
"2023","05/05/2024","Roma","Juventus",1,1,"D",19,16,5,6,9,6,7,11
"2023","06/05/2024","Salernitana","Atalanta",1,2,"A",9,17,2,4,1,7,12,10
"2023","06/05/2024","Udinese","Napoli",1,1,"D",10,12,2,4,7,5,13,10
"2023","10/05/2024","Frosinone","Inter",0,5,"A",17,14,8,5,8,4,4,8
"2023","11/05/2024","Napoli","Bologna",0,2,"A",16,11,6,4,9,3,15,12
"2023","11/05/2024","Milan","Cagliari",5,1,"H",17,13,10,7,6,3,11,9
"2023","12/05/2024","Lazio","Empoli",2,0,"H",11,16,5,3,7,7,18,15
"2023","12/05/2024","Genoa","Sassuolo",2,1,"H",8,12,2,4,3,7,13,10
"2023","12/05/2024","Verona","Torino",1,2,"A",13,6,5,2,7,4,19,15
"2023","12/05/2024","Juventus","Salernitana",1,1,"D",25,13,6,4,9,4,15,12
"2023","12/05/2024","Atalanta","Roma",2,1,"H",24,9,7,6,6,1,11,11
"2023","13/05/2024","Lecce","Udinese",0,2,"A",9,16,2,3,8,2,12,11
"2023","13/05/2024","Fiorentina","Monza",2,1,"H",15,5,8,2,6,1,9,14
"2023","17/05/2024","Fiorentina","Napoli",2,2,"D",14,15,5,3,5,3,16,14
